provider,voice_id,model,is_child_friendly,execution_time,cost_usd,audio_file_path,file_size_bytes,duration_estimate_sec,quality_score,generation_error,story_hash,story_source_model,story_source_image,story_word_count,character_count,timestamp
openai,alloy,tts-1,False,22.309,0.01995,../results/tts_analysis/audio_files/story_fca6a068_openai_alloy.wav,3940244,123.13,12.75,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_111734
openai,echo,tts-1,False,10.657,0.01995,../results/tts_analysis/audio_files/story_fca6a068_openai_echo.wav,3930644,122.83,12.75,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_111734
openai,fable,tts-1,True,11.611,0.01995,../results/tts_analysis/audio_files/story_fca6a068_openai_fable.wav,3957644,123.68,12.75,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_111734
openai,onyx,tts-1,False,18.485,0.01995,../results/tts_analysis/audio_files/story_fca6a068_openai_onyx.wav,3854444,120.45,12.75,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_111734
openai,nova,tts-1,True,10.533,0.01995,../results/tts_analysis/audio_files/story_fca6a068_openai_nova.wav,3938444,123.08,12.75,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_111734
openai,shimmer,tts-1,True,7.803,0.01995,../results/tts_analysis/audio_files/story_fca6a068_openai_shimmer.wav,3945644,123.3,12.75,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_111734
google,en-US-Neural2-H,Neural2,True,2.611,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-US-Neural2-H.wav,2336306,73.01,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_111734
google,en-US-Neural2-F,Neural2,True,3.903,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-US-Neural2-F.wav,2595772,81.12,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_111734
google,en-US-Neural2-J,Neural2,False,2.93,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-US-Neural2-J.wav,2483892,77.62,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_111734
google,en-GB-Neural2-A,Neural2,False,2.883,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-GB-Neural2-A.wav,2493044,77.91,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_111734
google,en-GB-Neural2-B,Neural2,False,2.768,0.02128,../results/tts_analysis/audio_files/story_fca6a068_google_en-GB-Neural2-B.wav,2408432,75.26,13.5,False,fca6a068,custom_test_story,robot_and_butterfly_workshop,210,1330,20250613_111734
